,GISMATCH,STATEFIP,State,MIGPLAC,MIGPUMA,PWSTATE,PWPUMA,center,TYPE,CBSA_NAME
454,2900500,29,Missouri,029,00500,29,00500,POINT (336881.4210127807 134661.61233884183),Metro,"Jefferson City, MO Metro Area"
455,2900600,29,Missouri,029,00600,29,00600,POINT (316601.446274792 173189.07929064348),Metro,"Columbia, MO Metro Area"
456,2900700,29,Missouri,029,00700,29,00700,POINT (253259.44505959755 192397.7851141559),Nonmetro,"Marshall, MO Micro Area"
457,2900800,29,Missouri,029,00800,29,00800,POINT (175327.54262154707 191968.77043092102),T34,"Kansas City, MO-KS Metro Area"
458,2900900,29,Missouri,029,00900,29,00900,POINT (119467.0747090571 207818.1389801938),T34,"Kansas City, MO-KS Metro Area"
459,2901000,29,Missouri,029,01000,29,01000,POINT (141880.65953492097 170304.41233378445),T34,"Kansas City, MO-KS Metro Area"
460,2901100,29,Missouri,029,01100,29,01100,POINT (142959.94826697538 105859.09615112636),T34,"Kansas City, MO-KS Metro Area"
461,2901200,29,Missouri,029,01200,29,01200,POINT (175769.9729090957 30764.1679586231),Nonmetro,
462,2901300,29,Missouri,029,01300,29,01300,POINT (252989.9625947169 42508.040932202464),Metro,"Springfield, MO Metro Area"
463,2901400,29,Missouri,029,01400,29,01400,POINT (296138.5300557898 75480.70077924935),Nonmetro,
464,2901500,29,Missouri,029,01500,29,01500,POINT (383686.3741372471 62149.59173574813),Nonmetro,"Rolla, MO Micro Area"
465,2901600,29,Missouri,029,01600,29,01600,POINT (425811.8180202665 113150.98521490785),T34,"St. Louis, MO-IL Metro Area"
466,2901700,29,Missouri,029,01700,29,01700,POINT (458006.1614066099 156519.67492709187),T34,"St. Louis, MO-IL Metro Area"
467,2901800,29,Missouri,029,01800,29,01800,POINT (478831.2737292886 141842.57814823673),T34,"St. Louis, MO-IL Metro Area"
468,2901900,29,Missouri,029,01900,29,01900,POINT (495946.89664596366 142321.77106736123),T34,"St. Louis, MO-IL Metro Area"
469,2902000,29,Missouri,029,02000,29,02000,POINT (473181.99266446487 98884.85161680929),T34,"St. Louis, MO-IL Metro Area"
470,2902100,29,Missouri,029,02100,29,02100,POINT (487230.9952296899 54671.62635515452),Nonmetro,
471,2902200,29,Missouri,029,02200,29,02200,POINT (545608.5694462636 -7452.649027930703),Metro,"Cape Girardeau, MO-IL Metro Area"
472,2902300,29,Missouri,029,02300,29,02300,POINT (550739.5816439484 -85524.13891641231),Nonmetro,
473,2902400,29,Missouri,029,02400,29,02400,POINT (467720.3475468925 -30931.050264767815),Nonmetro,
474,2902500,29,Missouri,029,02500,29,02500,POINT (354850.12590002955 -49541.69136375361),Nonmetro,"West Plains, MO Micro Area"
475,2902600,29,Missouri,029,02600,29,02600,POINT (251136.70828551747 -32427.320880920277),Metro,"Springfield, MO Metro Area"
476,2902700,29,Missouri,029,02700,29,02700,POINT (207216.51284957485 -88622.94910078768),Nonmetro,
477,2902800,29,Missouri,029,02800,29,02800,POINT (146236.06482419235 -48447.62695938264),Metro,"Joplin, MO Metro Area"
478,3000100,30,Montana,030,00100,30,00100,POINT (-1350931.6624863439 1353668.2399575696),Nonmetro,"Kalispell, MT Micro Area"
479,3000200,30,Montana,030,00200,30,00200,POINT (-1397301.9001070936 1207355.4111299224),Metro,"Missoula, MT Metro Area"
480,3000300,30,Montana,030,00300,30,00300,POINT (-1277164.8537410386 1060908.3143423216),Nonmetro,"Butte-Silver Bow, MT Micro Area"
481,3000400,30,Montana,030,00400,30,00400,POINT (-1078582.0593174754 1224331.7123219438),Nonmetro,
482,3000500,30,Montana,030,00500,30,00500,POINT (-1099024.897941957 980399.8305158151),Nonmetro,
483,3000690,30,Montana,030,00690,30,00690,POINT (-789403.1992935013 1096577.5021858998),Nonmetro,
484,3100100,31,Nebraska,031,00100,31,00100,POINT (-470837.1908694617 546711.924170945),Nonmetro,
485,3100200,31,Nebraska,031,00200,31,00200,POINT (-115140.6866699634 515103.45034246205),Nonmetro,"Norfolk, NE Micro Area"
486,3100300,31,Nebraska,031,00300,31,00300,POINT (-254995.8885826871 447904.7199880386),Nonmetro,
487,3100400,31,Nebraska,031,00400,31,00400,POINT (-412536.69604776887 398515.5643407572),Nonmetro,"North Platte, NE Micro Area"
488,3100500,31,Nebraska,031,00500,31,00500,POINT (-234028.64995825643 332337.6219176567),Nonmetro,"Kearney, NE Micro Area"
489,3100600,31,Nebraska,031,00600,31,00600,POINT (-73130.94630395803 340316.14984237583),Metro,"Lincoln, NE Metro Area"
490,3100701,31,Nebraska,031,00701,31,00701,POINT (-36937.74340270616 424159.15459281043),Metro,"Omaha-Council Bluffs, NE-IA Metro Area"
491,3100702,31,Nebraska,031,00702,31,00702,POINT (-9333.238014825676 404858.1150186192),Metro,"Omaha-Council Bluffs, NE-IA Metro Area"
492,3100800,31,Nebraska,031,00800,31,00800,POINT (-57563.7906899541 368212.6586507857),Metro,"Lincoln, NE Metro Area"
493,3100900,31,Nebraska,031,00900,31,00900,POINT (-12833.743411551266 425285.0070156752),Metro,"Omaha-Council Bluffs, NE-IA Metro Area"
494,3200400,32,Nevada,032,00400,32,00400,POINT (-1682597.0128412289 24789.229804117105),T34,"Las Vegas-Henderson-Paradise, NV Metro Area"
495,3800100,38,North Dakota,038,00100,38,00100,POINT (-485741.2428589186 1130822.151377889),Nonmetro,
496,3800200,38,North Dakota,038,00200,38,00200,POINT (-221192.22869964113 1109044.8156995273),Nonmetro,
497,3800300,38,North Dakota,038,00300,38,00300,POINT (-327170.5612986056 1027675.9176968802),Nonmetro,
498,3800400,38,North Dakota,038,00400,38,00400,POINT (-146369.43738596427 1196487.898148881),Nonmetro,
499,3800500,38,North Dakota,038,00500,38,00500,POINT (-95448.96324072187 1054071.3633927433),Metro,"Fargo, ND-MN Metro Area"
500,4001400,40,Oklahoma,040,01400,40,01400,POINT (-125468.03251873565 -107425.00806098779),Nonmetro,
501,4100100,41,Oregon,041,00100,41,00100,POINT (-1701312.8633610995 1069448.2618725416),Nonmetro,"La Grande, OR Micro Area"
502,4600100,46,South Dakota,046,00100,46,00100,POINT (-556746.9062992607 831881.6979011594),Nonmetro,
503,4600200,46,South Dakota,046,00200,46,00200,POINT (-394340.1357949487 749070.6665691225),Nonmetro,
504,4600300,46,South Dakota,046,00300,46,00300,POINT (-181634.27959573563 875482.1286811818),Nonmetro,"Aberdeen, SD Micro Area"
505,4600400,46,South Dakota,046,00400,46,00400,POINT (-163575.1160805934 728459.5853511624),Nonmetro,
506,4600590,46,South Dakota,046,00590,46,00590,POINT (-80993.02507928676 649324.4609338748),Metro,"Sioux Falls, SD Metro Area"
507,4700100,47,Tennessee,047,00100,47,00100,POINT (607603.2084039954 -133516.13495679988),Nonmetro,"Dyersburg, TN Micro Area"
508,4700200,47,Tennessee,047,00200,47,00200,POINT (691116.588638337 -122198.90347884508),Nonmetro,"Paris, TN Micro Area"
509,4700300,47,Tennessee,047,00300,47,00300,POINT (744583.8685138894 -79221.81871174254),Metro,"Clarksville, TN-KY Metro Area"
510,4700400,47,Tennessee,047,00400,47,00400,POINT (780950.5155465656 -115151.53003874686),Metro,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area"
511,4702600,47,Tennessee,047,02600,47,02600,POINT (813015.2187538043 -140978.49526486004),Metro,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area"
512,4903001,49,Utah,049,03001,49,03001,POINT (-1420592.6076391523 516305.26863757696),Metro,"Salt Lake City, UT Metro Area"
513,4905001,49,Utah,049,05001,49,05001,POINT (-1265645.4544742082 525882.7913649383),Metro,"Ogden-Clearfield, UT Metro Area"
514,4911000,49,Utah,049,11000,49,11000,POINT (-1338128.1937388338 504854.19377667713),Metro,"Ogden-Clearfield, UT Metro Area"
515,4913001,49,Utah,049,13001,49,13001,POINT (-1199006.491627668 266036.96503065294),Nonmetro,
516,4921001,49,Utah,049,21001,49,21001,POINT (-1404435.8066300903 228171.3690943503),Nonmetro,
517,4935000,49,Utah,049,35000,49,35000,POINT (-1328765.152497295 466554.5914080241),Metro,"Salt Lake City, UT Metro Area"
518,4949000,49,Utah,049,49000,49,49000,POINT (-1317806.1132438288 402502.57011859346),Metro,"Provo-Orem, UT Metro Area"
519,4953001,49,Utah,049,53001,49,53001,POINT (-1528759.877210077 116591.9575141864),Metro,"St. George, UT Metro Area"
520,4957000,49,Utah,049,57000,49,57000,POINT (-1316656.837900189 532939.0047434334),Metro,"Ogden-Clearfield, UT Metro Area"
521,5310500,53,Washington,053,10500,53,10500,POINT (-1606353.6366243844 1311093.0824194418),Metro,"Spokane-Spokane Valley, WA Metro Area"
522,5310600,53,Washington,053,10600,53,10600,POINT (-1667999.2071760187 1249355.3373985174),Nonmetro,"Othello, WA Micro Area"
523,5310700,53,Washington,053,10700,53,10700,POINT (-1759874.762823653 1200164.0438054074),Metro,"Kennewick-Richland, WA Metro Area"
524,5500200,55,Wisconsin,055,00200,55,00200,POINT (634037.8011905045 804640.9131054828),Metro,"Green Bay, WI Metro Area"
525,5500600,55,Wisconsin,055,00600,55,00600,POINT (520287.5030730853 926661.5660994509),Nonmetro,
526,5500700,55,Wisconsin,055,00700,55,00700,POINT (382359.2846576717 748177.186170498),Nonmetro,
527,5500800,55,Wisconsin,055,00800,55,00800,POINT (464385.7348000654 619910.7371414327),Metro,"Madison, WI Metro Area"
528,5500900,55,Wisconsin,055,00900,55,00900,POINT (390737.94201817486 727141.2259085309),Metro,"La Crosse-Onalaska, WI-MN Metro Area"
529,5501000,55,Wisconsin,055,01000,55,01000,POINT (511133.67467869393 682834.3679766514),Nonmetro,"Baraboo, WI Micro Area"
530,5501001,55,Wisconsin,055,01001,55,01001,POINT (586366.0648723489 667542.1886042517),Nonmetro,"Beaver Dam, WI Micro Area"
531,5501300,55,Wisconsin,055,01300,55,01300,POINT (622391.5608188796 896358.2526126473),Nonmetro,"Marinette, WI-MI Micro Area"
532,5501301,55,Wisconsin,055,01301,55,01301,POINT (656794.1326483637 785622.0026047836),Nonmetro,"Manitowoc, WI Micro Area"
533,5501400,55,Wisconsin,055,01400,55,01400,POINT (555400.0679106106 790927.5900284639),Nonmetro,
534,5501401,55,Wisconsin,055,01401,55,01401,POINT (608207.6785572967 736888.5206623311),Metro,"Fond du Lac, WI Metro Area"
535,5501500,55,Wisconsin,055,01500,55,01500,POINT (597865.0480563092 797620.0106885801),Metro,"Appleton, WI Metro Area"
536,5501501,55,Wisconsin,055,01501,55,01501,POINT (586625.5517946975 757914.9808439863),Metro,"Oshkosh-Neenah, WI Metro Area"
537,5501600,55,Wisconsin,055,01600,55,01600,POINT (491816.96966252767 843777.8074234679),Metro,"Wausau, WI Metro Area"
538,5501601,55,Wisconsin,055,01601,55,01601,POINT (488889.3235039197 767527.4239232247),Nonmetro,
539,5502400,55,Wisconsin,055,02400,55,02400,POINT (564004.8716034959 599741.415545059),Metro,"Janesville-Beloit, WI Metro Area"
540,5502500,55,Wisconsin,055,02500,55,02500,POINT (645546.7846045935 723791.4596195103),Metro,"Sheboygan, WI Metro Area"
541,5510000,55,Wisconsin,055,10000,55,10000,POINT (648455.8186690004 595791.754866007),T34,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area"
542,5520000,55,Wisconsin,055,20000,55,20000,POINT (633781.1774188579 683917.3141506851),Metro,"Milwaukee-Waukesha-West Allis, WI Metro Area"
543,5530000,55,Wisconsin,055,30000,55,30000,POINT (645364.0315618695 614677.7265977674),Metro,"Racine, WI Metro Area"
544,5540100,55,Wisconsin,055,40100,55,40100,POINT (650577.8273453063 644209.6460417771),Metro,"Milwaukee-Waukesha-West Allis, WI Metro Area"
545,5550000,55,Wisconsin,055,50000,55,50000,POINT (607059.4712408403 602694.2949623786),Nonmetro,"Whitewater-Elkhorn, WI Micro Area"
546,5555100,55,Wisconsin,055,55100,55,55100,POINT (357942.7240943079 856801.1520367253),Metro,"Eau Claire, WI Metro Area"
547,5555102,55,Wisconsin,055,55102,55,55102,POINT (302971.74309698027 843610.098613599),T34,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area"
548,5570100,55,Wisconsin,055,70100,55,70100,POINT (623179.6311754205 643181.8627642617),Metro,"Milwaukee-Waukesha-West Allis, WI Metro Area"
549,5600100,56,Wyoming,056,00100,56,00100,POINT (-1070632.2997764274 803345.4404381526),Nonmetro,
550,5600200,56,Wyoming,056,00200,56,00200,POINT (-755889.6193775699 726122.4115225747),Nonmetro,"Gillette, WY Micro Area"
551,5600300,56,Wyoming,056,00300,56,00300,POINT (-771208.4401207033 488343.07486997335),Nonmetro,"Laramie, WY Micro Area"
552,5600400,56,Wyoming,056,00400,56,00400,POINT (-861234.5078669379 595697.659532508),Nonmetro,
553,5600500,56,Wyoming,056,00500,56,00500,POINT (-1065394.2899331616 623444.8800580528),Nonmetro,
554,900100,09,Connecticut,009,00100,09,00100,POINT (1861778.2898145579 645335.9178462739),Metro,"Bridgeport-Stamford-Norwalk, CT Metro Area"
555,900300,09,Connecticut,009,00300,09,00300,POINT (1900290.949072103 716244.7748228823),Metro,"Hartford-West Hartford-East Hartford, CT Metro Area"
556,900500,09,Connecticut,009,00500,09,00500,POINT (1859612.298397276 704583.3108256218),Nonmetro,"Torrington, CT Micro Area"
557,900700,09,Connecticut,009,00700,09,00700,POINT (1925391.300691113 683088.0239470723),Metro,"Hartford-West Hartford-East Hartford, CT Metro Area"
558,900900,09,Connecticut,009,00900,09,00900,POINT (1894954.2970059004 669343.5416031913),Metro,"New Haven-Milford, CT Metro Area"
